id,manufacturer,model,transmission,color,odometer,year,engineFuel,engineType,engineCapacity,bodyType,drivetrain,photos,feature_0,feature_1,feature_2,feature_3,feature_4,feature_5,feature_6,feature_7,feature_8,feature_9
210,Renault,Megane,mechanical,silver,234567,2000,gasoline,gasoline,1.6,hatchback,front,8,True,False,False,False,False,False,False,False,False,False
211,Toyota,Corolla,mechanical,silver,352000,2006,diesel,diesel,1.4,universal,front,4,False,False,False,False,False,True,False,True,True,True
212,Opel,Astra,mechanical,white,305000,2001,diesel,diesel,2.0,universal,front,14,True,False,False,False,False,False,False,False,False,False
213,Ford,Escort,mechanical,blue,40000,1994,gasoline,gasoline,1.6,hatchback,front,5,True,False,False,False,False,False,False,False,False,False
214,Citroen,C4,mechanical,red,151000,2008,gasoline,gasoline,1.6,hatchback,front,8,True,False,False,False,False,False,False,False,False,False
215,Mazda,3,automatic,black,38326,2014,gasoline,gasoline,1.5,hatchback,front,17,False,True,True,False,False,True,False,True,False,True
216,Mercedes-Benz,Sprinter,automatic,yellow,300000,1995,diesel,diesel,2.3,van,rear,12,True,False,False,False,False,False,False,False,False,False
217,BMW,X5,automatic,grey,175015,2007,gasoline,gasoline,3.0,suv,all,17,True,False,False,False,False,False,False,False,False,False
218,Nissan,Maxima,automatic,silver,264000,2003,gasoline,gasoline,3.0,sedan,front,21,False,True,True,False,True,True,False,False,True,True
219,Ford,Fusion,automatic,silver,93000,2015,gasoline,gasoline,1.5,sedan,front,5,False,True,True,True,True,True,True,True,True,True
220,Toyota,Corolla,mechanical,silver,228000,2007,gasoline,gasoline,1.8,universal,front,29,False,True,False,False,False,True,False,True,True,False
221,Fiat,Grande Punto,mechanical,white,255000,2009,gasoline,gasoline,1.4,hatchback,front,13,False,True,False,False,False,False,False,True,True,True
222,Kia,Magentis,mechanical,black,262000,2008,diesel,diesel,2.0,sedan,front,28,False,True,False,False,False,True,False,False,True,True
223,Volvo,S80,automatic,other,152000,2011,gasoline,gasoline,2.5,sedan,front,8,False,True,True,True,True,True,True,True,True,True
224,Mazda,6,automatic,white,142000,2010,gasoline,gasoline,2.0,sedan,front,13,False,True,False,False,True,True,False,False,True,True
225,Audi,A4,mechanical,blue,418000,1995,gasoline,gasoline,1.8,sedan,front,11,False,False,False,False,False,True,False,False,False,True
226,Opel,Antara,automatic,other,120000,2012,diesel,diesel,2.2,suv,all,3,False,True,True,True,True,True,True,True,False,True
227,Opel,Omega,mechanical,blue,455555,1998,diesel,diesel,2.0,sedan,rear,4,False,True,True,False,False,False,False,False,False,True
228,Peugeot,206,mechanical,silver,272000,2007,gasoline,gasoline,1.4,sedan,front,19,False,False,False,False,False,False,False,False,False,True
229,Renault,Safrane,mechanical,other,376000,2000,diesel,diesel,2.2,hatchback,front,6,False,True,False,False,False,True,False,False,False,True
230,Land Rover,Freelander,mechanical,other,300000,2000,diesel,diesel,2.0,suv,all,4,False,True,False,False,True,False,False,False,False,True
231,Volvo,XC90,automatic,red,133000,2009,gasoline,gasoline,2.5,suv,all,16,False,True,True,True,False,True,True,True,True,True
232,Fiat,Panda,mechanical,red,202000,2008,diesel,diesel,1.3,hatchback,front,9,True,False,False,False,False,False,False,False,False,False
233,Mazda,6,mechanical,silver,285000,2004,gasoline,gasoline,2.0,hatchback,front,12,False,True,True,True,True,True,False,False,True,True
234,Honda,CR-V,mechanical,silver,160000,2000,gasoline,gasoline,2.0,suv,all,15,False,False,False,False,False,False,False,False,False,True
235,Kia,Carens,mechanical,red,195000,2003,gasoline,gasoline,1.8,universal,front,8,False,True,False,False,False,False,False,False,True,False
236,Citroen,Xsara,mechanical,blue,230000,1998,gasoline,gasoline,1.4,universal,front,5,True,False,False,False,False,False,False,False,False,False
237,Opel,Astra,mechanical,white,140000,2011,gasoline,gasoline,1.4,hatchback,front,11,False,True,True,True,True,True,False,False,True,True
238,Volkswagen,T3,mechanical,blue,250000,1989,diesel,diesel,1.9,minibus,rear,14,False,False,True,False,False,True,False,False,False,True
239,Renault,Laguna,mechanical,blue,280000,2000,gasoline,gasoline,1.8,hatchback,front,4,False,True,False,False,False,False,False,False,False,False
240,Citroen,DS5,mechanical,grey,159300,2015,diesel,diesel,1.6,hatchback,front,19,False,True,True,True,False,True,True,False,True,True
241,Peugeot,406,mechanical,blue,600,2000,gasoline,gasoline,2.0,sedan,front,13,False,False,False,False,False,False,False,False,True,True
242,BMW,320,mechanical,other,398300,1991,gasoline,gasoline,2.0,sedan,rear,15,False,False,False,False,False,False,False,False,False,True
243,Peugeot,206,mechanical,yellow,179000,2003,gasoline,gasoline,1.4,hatchback,front,4,True,False,False,False,False,False,False,False,False,False
244,Volkswagen,Jetta,mechanical,blue,320000,2005,gasoline,gasoline,2.5,sedan,front,6,False,True,False,False,True,True,False,True,True,True
245,Volvo,S70,automatic,black,367114,2000,gasoline,gasoline,2.4,sedan,front,14,False,True,False,False,True,True,False,False,True,True
246,Mercedes-Benz,E300,automatic,green,400000,1988,diesel,diesel,3.0,sedan,rear,11,False,False,True,False,False,False,False,False,False,True
247,Mercedes-Benz,Vito,automatic,black,220000,2012,diesel,diesel,2.2,van,rear,10,False,True,False,True,False,True,True,True,True,False
248,Renault,Laguna,mechanical,silver,280000,2002,diesel,diesel,1.9,hatchback,front,4,False,True,True,False,False,True,False,False,False,True
249,Audi,A6,automatic,silver,120000,2012,gasoline,gasoline,3.0,universal,all,7,False,True,False,True,True,True,True,True,True,True
250,Chevrolet,Malibu,automatic,black,80000,2016,gasoline,gasoline,1.5,sedan,front,9,False,True,False,True,True,True,True,True,True,True
251,Volkswagen,Passat,automatic,black,145000,2012,gasoline,gasoline,1.8,sedan,front,10,False,True,True,True,True,True,True,True,True,True
252,Renault,Laguna,mechanical,blue,176000,1999,diesel,diesel,1.9,universal,front,6,False,True,False,False,False,False,False,False,False,True
253,Ford,Mondeo,mechanical,silver,119000,2014,gasoline,gasoline,1.6,sedan,front,10,False,True,False,True,False,True,True,True,True,False
254,Ford,Focus,mechanical,grey,139000,2013,gasoline,gasoline,1.6,sedan,front,5,False,True,False,True,False,True,False,False,True,False
255,BMW,524,mechanical,blue,540000,1990,diesel,diesel,2.4,sedan,rear,13,False,False,True,False,True,False,False,True,False,True
256,Opel,Vectra,automatic,blue,170000,1997,gasoline,gasoline,2.0,sedan,front,7,False,True,False,False,True,True,False,False,False,False
257,Hyundai,Lantra,mechanical,silver,100000,1996,gasoline,gasoline,1.6,universal,front,6,True,False,False,False,False,False,False,False,False,False
258,Mitsubishi,Carisma,mechanical,blue,390000,1998,diesel,diesel,1.9,hatchback,front,10,False,False,False,False,False,False,False,True,False,False
259,Ford,Mondeo,mechanical,blue,375000,2005,diesel,diesel,2.0,sedan,front,7,False,True,True,False,False,True,False,False,True,False
260,Honda,CR-V,mechanical,grey,126000,2016,diesel,diesel,1.6,suv,all,5,False,False,True,True,True,True,True,True,True,True
261,Suzuki,Swift,mechanical,red,131040,2006,gasoline,gasoline,1.3,hatchback,front,15,False,True,False,False,False,False,False,False,False,True
262,Volvo,XC70,automatic,black,87000,2014,diesel,diesel,2.4,universal,all,15,False,True,True,True,True,True,True,True,True,True
263,Seat,Ibiza,automatic,other,180000,2009,gasoline,gasoline,1.6,hatchback,front,10,False,True,False,True,False,False,False,False,True,True
264,Hyundai,Santa Fe,automatic,black,150000,2014,diesel,diesel,2.2,suv,all,12,False,True,True,True,True,True,True,True,True,True
265,Nissan,Primera,mechanical,green,450000,1998,diesel,diesel,2.0,universal,front,4,True,False,False,False,False,False,False,False,False,False
266,Kia,Rio,mechanical,silver,150000,2013,gasoline,gasoline,1.4,hatchback,front,10,False,True,False,False,False,False,False,False,True,False
267,Fiat,Bravo,mechanical,other,310000,1999,gasoline,gasoline,1.2,hatchback,front,4,True,False,False,False,False,False,False,False,False,False
268,Volvo,S60,mechanical,blue,369000,2001,gasoline,gasoline,2.3,sedan,front,44,False,True,True,False,True,True,False,True,True,True
269,Ford,Galaxy,mechanical,blue,390000,1998,diesel,diesel,1.9,minivan,front,11,False,True,False,False,False,True,False,False,False,False
270,BMW,116,automatic,black,165000,2008,gasoline,gasoline,1.6,hatchback,rear,13,False,True,False,False,True,False,False,True,True,True
271,Land Rover,Range Rover Sport,automatic,other,120000,2008,gasoline,gasoline,4.2,suv,all,23,False,True,True,True,True,True,True,True,True,True
272,Renault,Megane,mechanical,other,391000,1998,gasoline,gasoline,1.6,sedan,front,6,False,True,False,False,False,True,False,False,True,False
273,Hyundai,Santa Fe,mechanical,black,240000,2005,gasoline,gasoline,2.4,suv,front,16,False,True,False,False,True,True,False,False,True,False
274,Volkswagen,T5,mechanical,yellow,223000,2013,diesel,diesel,2.0,van,front,6,False,False,False,True,False,False,False,False,False,True
275,Toyota,Avensis Verso,mechanical,grey,400000,2002,diesel,diesel,2.0,minivan,front,1,False,True,False,False,False,False,False,False,False,False
276,Opel,Astra,mechanical,red,420000,1995,diesel,diesel,1.7,universal,front,4,True,False,False,False,False,False,False,False,False,False
277,SsangYong,Rexton,automatic,grey,440000,2004,diesel,diesel,2.7,suv,all,6,False,True,False,True,True,False,False,False,True,True
278,BMW,525,automatic,grey,320000,2001,diesel,diesel,2.5,sedan,rear,11,False,True,True,True,True,True,True,True,True,True
279,Volkswagen,Tiguan,automatic,black,170000,2011,gasoline,gasoline,2.0,suv,all,13,False,True,True,False,False,True,True,True,True,True
280,Ford,Mondeo,mechanical,blue,200000,1994,gasoline,gasoline,2.5,hatchback,front,5,False,True,False,False,False,False,False,False,True,True
281,Volvo,XC90,automatic,black,360000,2004,diesel,diesel,2.4,suv,all,13,False,True,True,True,True,True,True,True,True,True
282,Chrysler,Voyager,automatic,green,288845,2000,gasoline,gasoline,2.4,minivan,front,8,True,False,False,False,False,False,False,False,False,False
283,Seat,Altea,automatic,black,160000,2011,gasoline,gasoline,2.0,minivan,front,8,False,False,False,True,False,True,True,True,True,True
284,Ford,Mondeo,mechanical,white,361847,1995,gasoline,gasoline,1.6,sedan,front,11,False,False,False,False,False,False,False,False,True,False
285,Rover,200-Series,mechanical,silver,100000,1999,gasoline,gasoline,1.4,hatchback,front,1,False,True,False,False,False,False,False,False,False,False
286,Opel,Vectra,automatic,red,270000,1996,gasoline,gasoline,1.6,sedan,front,6,False,True,False,False,False,False,False,False,False,False
287,Renault,Laguna,mechanical,other,250000,1999,gasoline,gasoline,1.8,hatchback,front,14,False,True,True,True,False,False,False,False,False,False
288,Kia,Picanto,mechanical,white,250000,2004,gasoline,gasoline,1.1,hatchback,front,2,False,True,False,False,False,False,False,False,True,True
289,Mercedes-Benz,C220,automatic,blue,450000,1999,diesel,diesel,2.2,universal,rear,11,False,True,False,False,False,False,False,False,True,True
290,Volvo,S70,mechanical,green,427000,1997,gasoline,gasoline,2.3,sedan,front,8,False,True,False,False,True,False,False,True,False,True
291,Ford,Explorer,automatic,silver,252000,2004,gasoline,gasoline,4.0,suv,all,11,False,True,False,False,True,False,False,False,True,True
292,Opel,Meriva,mechanical,silver,325000,2005,gasoline,gasoline,1.6,minivan,front,8,False,True,False,False,False,False,False,False,True,True
293,Citroen,Berlingo,mechanical,white,300000,2009,diesel,diesel,1.6,minivan,front,5,False,True,False,False,False,False,False,False,False,False
294,Citroen,Xantia,mechanical,grey,296000,2000,diesel,diesel,1.8,universal,front,6,False,False,False,False,False,False,False,False,False,True
295,Peugeot,306,mechanical,white,302000,1997,gasoline,gasoline,1.4,hatchback,front,3,True,False,False,False,False,False,False,False,False,False
296,Hyundai,i30,mechanical,white,59023,2016,gasoline,gasoline,1.6,universal,front,20,False,True,False,False,False,True,False,False,True,False
297,Renault,Espace,mechanical,blue,356770,1993,gasoline,gasoline,2.2,minivan,front,10,False,False,False,False,False,False,False,False,False,True
298,Mercedes-Benz,E420,automatic,blue,450000,1997,gasoline,gasoline,4.2,sedan,rear,24,False,True,True,False,True,True,False,False,True,True
299,Mazda,323,mechanical,silver,300000,1999,diesel,diesel,2.0,sedan,front,11,True,False,False,False,False,False,False,False,False,False
300,BMW,539,mechanical,silver,300000,2002,diesel,diesel,2.5,universal,rear,8,False,True,True,True,True,True,True,True,True,True
301,Opel,Vectra,mechanical,blue,230000,2005,diesel,diesel,1.9,hatchback,front,4,False,True,True,False,False,False,False,False,True,True
302,Kia,Sorento,automatic,black,210000,2009,diesel,diesel,2.2,suv,all,16,False,True,True,True,True,True,True,True,True,True
303,Kia,Clarus,mechanical,silver,300000,1999,gasoline,gasoline,2.0,universal,front,24,True,False,False,False,False,False,False,False,False,False
304,Renault,Clio,mechanical,silver,230000,1999,gasoline,gasoline,1.4,hatchback,front,6,False,True,False,False,False,False,False,False,False,True
305,Peugeot,3008,mechanical,other,117000,2011,gasoline,gasoline,1.6,suv,front,11,True,False,False,False,False,False,False,False,False,False
306,Volkswagen,Sharan,mechanical,blue,202000,2004,diesel,diesel,1.9,minivan,front,4,False,False,False,False,False,False,False,True,False,True
307,Volkswagen,Sharan,mechanical,red,504000,1996,diesel,diesel,1.9,minivan,front,13,False,False,False,False,False,False,False,False,False,True
308,Pontiac,Vibe,mechanical,black,290000,2005,gasoline,gasoline,1.8,hatchback,front,6,False,True,False,False,False,False,False,False,False,False
309,Lancia,Kappa,mechanical,black,360000,1996,gasoline,gasoline,2.4,sedan,front,11,False,True,False,False,False,False,False,False,False,True
310,Volkswagen,Touran,automatic,black,400000,2005,diesel,diesel,2.0,hatchback,front,5,False,True,True,True,True,True,True,True,True,True
9999,Volkswagen,Polo,mechanical,white,250000,2002,diesel,diesel,1.9,hatchback,front,7,False,False,False,False,False,False,False,False,True,False
10000,Ford,Fiesta,mechanical,other,300000,1996,gasoline,gasoline,1.3,hatchback,front,3,True,False,False,False,False,False,False,False,False,False
10001,Hyundai,Accent,mechanical,red,245000,1995,gasoline,gasoline,1.5,hatchback,front,7,True,False,False,False,False,False,False,False,False,False
10002,Opel,Vectra,mechanical,grey,265000,1997,gasoline,gasoline,2.5,universal,front,10,False,False,False,False,False,False,False,False,False,True
10003,Volkswagen,T5 Multivan,mechanical,grey,288777,2008,diesel,diesel,2.5,minibus,all,13,False,True,False,True,True,True,True,True,True,True
10004,Volvo,264,mechanical,blue,350000,1978,gasoline,gasoline,2.7,sedan,rear,4,True,False,False,False,False,False,False,False,False,False
10005,Peugeot,605,mechanical,silver,123456,1994,gasoline,gasoline,2.0,sedan,front,1,False,True,False,True,False,False,False,False,False,False
10006,Lexus,RX,automatic,other,197000,2007,hybrid-petrol,gasoline,3.3,suv,all,8,False,True,True,True,True,True,True,True,True,True
10007,Volkswagen,Touareg,mechanical,silver,200000,2004,diesel,diesel,2.5,suv,all,9,False,True,True,False,False,False,False,False,False,True
10008,Renault,Laguna,mechanical,grey,237339,2001,gasoline,gasoline,2.0,universal,front,9,True,False,False,False,False,False,False,False,False,False
10009,Ford,Focus,mechanical,green,11,2000,diesel,diesel,1.8,universal,front,9,True,False,False,False,False,False,False,False,False,False
10010,Alfa Romeo,156,mechanical,red,265000,2003,gasoline,gasoline,2.5,sedan,front,9,False,True,False,False,False,True,False,False,False,True
10011,Mazda,6,automatic,grey,199000,2005,gasoline,gasoline,2.0,universal,front,7,False,True,False,False,False,True,False,False,True,True
10012,BMW,525,mechanical,grey,185000,2007,gasoline,gasoline,3.0,sedan,rear,10,False,True,True,True,False,True,False,True,True,True
10013,BMW,528,automatic,green,300000,1998,gasoline,gasoline,2.8,sedan,rear,8,False,True,True,False,True,True,False,False,True,True
10014,Volkswagen,Passat,automatic,blue,233000,2005,gasoline,gasoline,2.0,hatchback,front,13,False,True,False,False,True,False,False,False,True,True
